C
C         ATOM PARAMETERS FOR MNDO, MNDOD, AM1, PM3 METHODS
C
// COMMON parameters
 CORE    1      1.D0
 CORE    2      2.D0
 CORE    3      1.D0
 CORE    4      2.D0
 CORE    5      3.D0
 CORE    6      4.D0
 CORE    7      5.D0
 CORE    8      6.D0
 CORE    9      7.D0
 CORE   10      8.D0
 CORE   11      1.D0
 CORE   12      2.D0
 CORE   13      3.D0
 CORE   14      4.D0
 CORE   15      5.D0
 CORE   16      6.D0
 CORE   17      7.D0
 CORE   18      8.D0
 CORE   19      1.D0
 CORE   20      2.D0
 CORE   21      3.D0
 CORE   22      4.D0
 CORE   23      5.D0
 CORE   24      6.D0
 CORE   25      7.D0
 CORE   26      8.D0
 CORE   27      9.D0
 CORE   28     10.D0
 CORE   29     11.D0
 CORE   30      2.D0
 CORE   31      3.D0
 CORE   32      4.D0
 CORE   33      5.D0
 CORE   34      6.D0
 CORE   35      7.D0
 CORE   36      8.D0
 CORE   37      1.D0
 CORE   38      2.D0
 CORE   39      3.D0
 CORE   40      4.D0
 CORE   41      5.D0
 CORE   42      6.D0
 CORE   43      7.D0
 CORE   44      8.D0
 CORE   45      9.D0
 CORE   46     10.D0
 CORE   47     11.D0
 CORE   48      2.D0
 CORE   49      3.D0
 CORE   50      4.D0
 CORE   51      5.D0
 CORE   52      6.D0
 CORE   53      7.D0
 CORE   54      8.D0
 CORE   55      1.D0
 CORE   56      2.D0
 CORE   72      4.D0
 CORE   73      5.D0
 CORE   74      6.D0
 CORE   75      7.D0
 CORE   76      8.D0
 CORE   77      9.D0
 CORE   78     10.D0
 CORE   79     11.D0
 CORE   80      2.D0
 CORE   81      3.D0
 CORE   82      4.D0
 CORE   83      5.D0
 CORE   84      6.D0
 CORE   85      7.D0
 CORE   86      8.D0
C
C     ENTHALPIES OF FORMATION OF GASEOUS ATOMS ARE TAKEN FROM \ANNUAL
C     REPORTS,1974,71B,P 117\  THERE ARE SOME SIGNIFICANT DIFFERENCES
C     BETWEEN THE VALUES REPORTED THERE AND THE VALUES PREVIOUSLY IN
C     THE BLOCK DATA OF THIS PROGRAM.  ONLY THE THIRD  ROW ELEMENTS
C     HAVE BEEN UPDATED.
C
* ALL THE OTHER ELEMENTS ARE TAKEN FROM CRC HANDBOOK 1981-1982
EHEAT    1     52.102D0 
EHEAT    2      0.000D0 
EHEAT    3     38.410D0 
EHEAT    4     76.960D0 
EHEAT    5    135.700D0 
EHEAT    6    170.890D0 
EHEAT    7    113.000D0 
EHEAT    8     59.559D0 
EHEAT    9     18.890D0 
EHEAT   10     0.000D0 
EHEAT   11    25.850D0 
EHEAT   12    35.000D0 
EHEAT   13    79.490D0 
EHEAT   14   108.390D0 
EHEAT   15    75.570D0 
EHEAT   16    66.400D0 
EHEAT   17    28.990D0 
EHEAT   18     0.000D0 
EHEAT   19    21.420D0 
EHEAT   20    42.600D0 
EHEAT   21    90.300D0 
EHEAT   22   112.300D0 
EHEAT   23   122.900D0 
EHEAT   24    95.000D0 
EHEAT   25    67.700D0 
EHEAT   26    99.300D0 
EHEAT   27   102.400D0 
EHEAT   28   102.800D0 
EHEAT   29    80.700D0 
EHEAT   30    31.170D0 
EHEAT   31    65.400D0 
EHEAT   32    89.500D0 
EHEAT   33    72.300D0 
EHEAT   34    54.300D0 
EHEAT   35    26.740D0 
EHEAT   36     0.000D0 
EHEAT   37    19.600D0 
EHEAT   38    39.100D0 
EHEAT   39   101.500D0 
EHEAT   40   145.500D0 
EHEAT   41   172.400D0 
EHEAT   42   157.300D0 
EHEAT   44   155.500D0 
EHEAT   45   133.000D0 
EHEAT   46    90.000D0 
EHEAT   47    68.100D0 
EHEAT   48    26.720D0 
EHEAT   49    58.000D0 
EHEAT   50    72.200D0 
EHEAT   51    63.200D0 
EHEAT   52    47.000D0 
EHEAT   53    25.517D0 
EHEAT   54     0.000D0 
EHEAT   55    18.700D0 
EHEAT   56    42.500D0 
EHEAT   58   101.300D0 
EHEAT   62    49.400D0 
EHEAT   68    75.800D0 
EHEAT   70    36.350D0 
EHEAT   72   148.000D0 
EHEAT   73   186.900D0 
EHEAT   74   203.100D0 
EHEAT   75   185.000D0 
EHEAT   76   188.000D0 
EHEAT   77   160.000D0 
EHEAT   78   135.200D0 
EHEAT   79    88.000D0 
EHEAT   80    14.690D0 
EHEAT   81    43.550D0 
EHEAT   82    46.620D0 
EHEAT   83    50.100D0 
EHEAT   86     0.000D0 
// Start of MNDO parameters
USS      1     -11.906276D0
USS      3     -5.128D0
USS      4     -16.602378D0
USS      5     -34.547130D0
USS      6     -52.279745D0
USS      7     -71.932122D0
USS      8     -99.644309D0
USS      9     -131.071548D0
USS     11     -4.1666904D0
USS     12    -12.930749D0
USS     13    -23.807097D0
USS     14    -40.568292D0
USS     15    -56.14336D0
USS     16    -72.242281D0
USS     17    -100.227166D0
USS     30    -20.839716D0
USS     35    -99.98644054D0
USS     48    -16.868D0
USS     50    -40.851802D0
USS     53    -100.0030538D0
USS     80    -19.809574D0
USS     82    -47.319692D0
UPP      1      0.D0
UPP      3      0.D0
UPP      4     -10.703771D0
UPP      5     -23.121690D0
UPP      6     -39.205558D0
UPP      7     -57.172319D0
UPP      8     -77.797472D0
UPP      9     -105.782137D0
UPP     11    -3.1236828D0
UPP     12    -8.9828829D0
UPP     13    -17.519878D0
UPP     14    -28.089187D0
UPP     15    -42.85108D0
UPP     16    -56.973207D0
UPP     17    -77.378667D0
UPP     30    -19.625224D0
UPP     35    -75.67130754D0
UPP     48    -15.590D0
UPP     50    -28.560249D0
UPP     53    -74.61146919D0
UPP     80    -13.10253000D0
UPP     82    -28.847560D0
ZS       1    1.331967D0
ZS       3    0.702380D0
ZS       4    1.004210D0
ZS       5    1.506801D0
ZS       6    1.787537D0
ZS       7    2.255614D0
ZS       8    2.699905D0
ZS       9    2.848487D0
ZS      11    2.124810D0
ZS      12    1.615122D0
ZS      13    1.444161D0
ZS      14    1.435306D0
ZS      15    2.10872D0
ZS      16    2.312962D0
ZS      17    3.784645D0
ZS      30    2.047359D0
ZS      35    3.85430190D0
ZS      48    2.5272D0
ZS      50    2.080380D0
ZS      53    2.27296101D0
ZS      80    2.218184D0
ZS      82    2.498286D0
ZP       1    1.331967D0
ZP       3    0.702380D0
ZP       4    1.004210D0
ZP       5    1.506801D0
ZP       6    1.787537D0
ZP       7    2.255614D0
ZP       8    2.699905D0
ZP       9    2.848487D0
ZP      11    0.95339766D0
ZP      12    1.171962D0
ZP      13    1.444161D0
ZP      14    1.435306D0
ZP      15    1.785810D0
ZP      16    2.009146D0
ZP      17    2.036263D0
ZP      30    1.460946D0
ZP      35    2.199209140D0
ZP      48    1.4058D0
ZP      50    1.937106D0
ZP      53    2.16949803D0
ZP      80    2.06503800D0
ZP      82    2.08207100D0
BETAS    1    -6.989064D0
BETAS    3    -1.350040D0
BETAS    4    -4.017096D0
BETAS    5     -8.252054D0
